id,first_name,last_name,gender,current_year,current_college,shs_strand,first_choice,second_choice,third_choice,current_course,Decision_Making1,Decision_Making2,Decision_Making3,Decision_Making4,Decision_Making5,Personal_Assessment1,Personal_Assessment2,Personal_Assessment3,Personal_Assessment4,Personal_Assessment5,Course_Environment1,Course_Environment2,Course_Environment3,Course_Environment4,Course_Environment5,Course_Satisfaction1,Course_Satisfaction2,Course_Satisfaction3,Course_Satisfaction4,Course_Satisfaction5,Academic_Experience1,Academic_Experience2,Academic_Experience3,Academic_Experience4,Academic_Experience5,result,Different_Course
618,,,,,,,,,,,3,3,3,3,1,3,3,3,2,3,3,3,3,3,2,3,3,2,2,2,2,2,2,3,3,0,1
619,,,,,,,,,,,2,2,4,4,2,3,4,3,2,3,3,3,3,3,2,3,3,2,2,3,3,3,3,4,2,0,0
620,,,,,,,,,,,4,4,4,3,1,3,3,3,2,3,3,3,3,3,2,3,3,3,2,2,3,3,3,2,4,0,0
621,,,,,,,,,,,4,4,4,4,1,4,4,4,2,4,2,2,4,4,2,4,4,2,2,1,4,3,4,3,4,0,1
622,,,,,,,,,,,4,4,3,3,1,4,4,4,2,4,4,4,4,3,2,4,4,4,2,3,4,3,4,3,2,0,0
623,,,,,,,,,,,3,3,3,3,1,3,3,3,2,3,3,3,4,3,2,3,3,2,2,3,3,3,3,3,3,0,1
624,,,,,,,,,,,3,1,4,4,1,1,2,1,2,1,2,2,1,2,2,1,1,2,2,3,2,1,2,4,1,0,1
625,,,,,,,,,,,4,3,4,4,1,3,3,3,2,3,3,3,3,4,2,3,3,3,2,3,2,3,3,3,3,0,0
626,,,,,,,,,,,3,3,4,4,1,2,2,1,2,2,2,3,2,2,2,2,2,2,2,1,2,3,2,4,3,0,0
627,,,,,,,,,,,3,3,3,4,1,3,3,3,2,3,1,3,3,2,2,3,3,3,3,2,3,2,3,3,3,0,0
628,,,,,,,,,,,4,3,3,3,1,3,3,3,2,4,2,3,1,1,2,3,4,4,2,1,3,3,3,3,3,0,0
629,,,,,,,,,,,3,3,3,3,1,2,2,2,2,2,2,2,3,3,2,3,2,2,2,2,3,3,3,4,1,0,1
630,,,,,,,,,,,4,3,4,4,1,3,3,3,2,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,2,0,0
631,,,,,,,,,,,4,4,4,4,1,4,4,4,2,4,3,3,3,3,2,3,4,3,1,3,3,3,3,4,4,0,0
632,,,,,,,,,,,4,3,3,3,1,3,3,3,2,3,3,3,3,1,2,3,3,3,3,3,3,1,2,4,3,0,0
633,,,,,,,,,,,3,4,4,4,1,3,4,4,2,3,3,3,3,3,2,3,3,3,2,1,3,2,3,3,3,0,1
634,,,,,,,,,,,3,3,3,3,1,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,0,1
635,,,,,,,,,,,4,4,4,4,1,4,4,4,2,4,4,4,3,1,2,4,4,4,4,1,3,3,3,1,4,0,0
636,,,,,,,,,,,4,3,4,4,1,3,3,3,2,3,2,2,3,3,2,3,3,3,2,4,3,4,4,4,3,0,0
637,,,,,,,,,,,4,4,4,4,1,3,3,3,2,3,3,3,3,3,2,3,3,4,2,1,3,3,3,4,3,0,1
638,,,,,,,,,,,3,3,3,3,1,3,4,3,2,4,4,3,3,3,2,3,4,3,1,3,3,3,3,3,3,0,0
639,,,,,,,,,,,4,2,4,4,1,3,4,3,2,3,3,3,3,2,2,3,3,3,3,1,3,3,3,3,3,0,0
640,,,,,,,,,,,3,3,3,3,1,2,3,2,2,3,2,3,2,2,2,3,3,3,1,3,3,3,3,3,2,0,1
641,,,,,,,,,,,4,2,2,2,1,2,2,2,2,3,2,3,2,2,2,2,3,2,3,3,2,1,1,4,2,0,1
642,,,,,,,,,,,4,3,4,4,1,3,4,3,2,4,3,2,1,1,2,3,4,3,3,2,3,3,3,4,3,0,0
643,,,,,,,,,,,4,4,4,3,1,3,4,2,2,3,4,3,3,4,2,3,3,3,2,1,3,2,3,4,2,0,1
644,,,,,,,,,,,3,4,3,3,1,3,3,3,2,3,2,3,3,3,2,3,3,3,2,2,2,2,2,3,2,0,1
645,,,,,,,,,,,2,1,4,4,1,4,4,1,2,3,1,4,1,3,2,2,3,1,1,1,4,3,2,4,1,0,0
646,,,,,,,,,,,4,4,4,3,1,3,3,2,2,3,3,2,2,2,2,3,3,3,2,1,2,2,2,3,1,0,0
647,,,,,,,,,,,4,3,4,4,1,3,3,2,2,3,2,2,4,4,2,3,3,2,2,1,2,2,3,4,4,0,0
648,,,,,,,,,,,4,4,4,4,1,4,4,4,2,4,4,4,4,4,2,4,4,4,2,2,3,3,3,2,4,0,0
649,,,,,,,,,,,4,4,4,4,1,2,2,2,2,2,3,3,3,3,2,3,2,2,2,2,2,3,3,3,3,0,1
650,,,,,,,,,,,3,3,3,3,1,3,3,2,2,3,3,3,4,3,2,3,3,2,2,2,3,3,3,3,3,0,0
651,,,,,,,,,,,4,3,3,3,1,3,3,3,2,3,3,3,3,2,2,3,3,2,2,1,2,2,3,3,3,0,0
652,,,,,,,,,,,3,4,4,3,1,2,1,1,2,2,3,3,2,2,2,3,2,2,2,2,2,2,2,4,3,0,1
653,,,,,,,,,,,4,3,4,4,1,3,3,3,2,3,2,3,4,3,2,3,3,2,2,2,3,3,3,3,4,0,0
654,,,,,,,,,,,3,4,4,4,1,4,4,4,2,4,4,4,3,3,2,4,4,4,1,1,3,4,4,2,3,0,0
655,,,,,,,,,,,4,4,3,3,1,3,3,3,2,3,3,3,3,3,2,3,3,2,2,2,3,3,3,3,2,0,0
656,,,,,,,,,,,4,3,3,3,1,3,3,3,2,3,3,3,4,2,2,3,3,2,2,2,3,3,3,4,3,0,1
657,,,,,,,,,,,4,4,4,3,1,4,3,3,2,3,4,3,1,3,2,3,3,1,2,1,2,1,3,4,3,0,0
658,,,,,,,,,,,4,4,4,4,1,3,4,4,2,4,3,4,3,3,2,4,4,3,2,1,3,2,3,3,4,0,0
659,,,,,,,,,,,4,2,4,4,1,3,3,2,2,4,2,3,4,4,2,4,4,4,2,2,3,3,4,3,3,0,0
660,,,,,,,,,,,4,1,4,4,1,2,2,2,2,3,2,3,3,3,2,3,3,2,3,3,3,2,3,3,2,0,0
661,,,,,,,,,,,4,4,4,4,1,2,2,2,2,4,4,4,3,2,2,2,4,2,3,2,2,2,2,3,4,0,1
662,,,,,,,,,,,3,3,3,3,1,3,3,3,2,3,2,3,3,2,2,3,3,2,3,3,2,3,3,4,3,0,1
663,,,,,,,,,,,4,4,4,4,1,3,3,3,2,3,2,2,3,3,2,3,3,2,2,3,3,3,3,4,3,0,0
664,,,,,,,,,,,3,3,3,3,1,2,4,3,2,3,3,3,2,3,2,3,3,2,2,4,3,3,1,4,2,0,1
665,,,,,,,,,,,3,3,3,3,1,3,3,3,2,3,2,3,3,2,2,3,3,2,2,2,3,3,3,3,3,0,0
666,,,,,,,,,,,3,3,3,4,1,3,3,3,2,2,2,2,3,3,2,3,2,2,3,2,2,2,2,4,2,0,0
667,,,,,,,,,,,4,4,4,4,1,3,3,3,2,3,3,3,3,2,2,3,3,3,3,2,3,2,3,3,3,0,0
668,,,,,,,,,,,3,3,3,3,1,3,3,3,2,3,2,3,3,2,2,3,3,2,1,2,3,3,4,4,2,0,0
669,,,,,,,,,,,4,4,4,4,1,4,4,4,2,4,4,4,4,3,2,4,4,3,2,4,4,4,4,3,4,0,1
670,,,,,,,,,,,3,3,3,3,1,2,3,2,2,3,2,2,2,3,2,3,3,2,2,2,3,3,3,3,3,0,1
671,,,,,,,,,,,4,3,3,3,1,2,2,2,2,2,3,3,1,1,2,3,2,2,2,4,2,3,3,4,3,0,1
672,,,,,,,,,,,3,3,3,3,1,3,3,3,2,3,2,3,3,2,2,3,3,2,3,2,3,3,3,4,2,0,1
673,,,,,,,,,,,3,3,4,4,1,3,4,4,2,3,2,3,3,2,2,3,3,2,2,2,3,3,3,4,3,0,0
674,,,,,,,,,,,3,4,3,4,1,3,4,3,2,3,2,3,1,1,3,3,3,2,2,3,3,3,3,4,1,0,0
675,,,,,,,,,,,4,3,4,3,1,3,4,3,2,2,4,3,3,2,2,2,2,3,3,1,3,2,3,2,3,0,0
676,,,,,,,,,,,3,3,4,3,1,3,4,3,2,4,3,3,4,2,2,4,4,3,1,2,3,4,3,2,4,0,0
677,,,,,,,,,,,4,4,4,4,2,4,3,3,2,3,2,4,4,2,2,3,3,2,3,2,3,3,2,2,4,0,1
678,,,,,,,,,,,4,4,4,4,1,4,3,3,2,4,3,3,4,3,2,3,4,3,2,2,3,3,3,3,3,0,0
679,,,,,,,,,,,3,3,4,3,1,3,4,3,2,3,2,3,3,2,2,3,3,2,2,2,3,3,3,4,2,0,1
680,,,,,,,,,,,3,1,4,4,1,3,3,2,2,3,1,3,3,2,2,3,3,2,2,1,1,1,1,4,2,0,0
681,,,,,,,,,,,4,2,4,3,1,4,3,3,2,3,3,3,4,3,2,3,3,3,4,2,3,3,3,3,3,0,0
682,,,,,,,,,,,4,3,3,3,1,4,4,4,2,4,2,2,2,3,2,4,4,2,2,1,3,3,3,4,3,0,0
683,,,,,,,,,,,4,3,3,3,1,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,0,0
684,,,,,,,,,,,3,4,4,3,1,3,3,1,2,3,3,3,4,3,2,3,3,2,2,2,2,3,3,3,2,0,0
685,,,,,,,,,,,4,4,4,4,1,3,3,3,2,4,4,4,4,3,2,3,4,3,1,1,3,3,4,3,3,0,0
686,,,,,,,,,,,3,3,3,3,1,2,2,2,2,3,3,3,3,3,2,3,3,2,2,3,3,2,2,4,3,0,1
687,,,,,,,,,,,4,4,4,4,1,2,4,4,2,3,2,3,2,2,2,3,3,1,3,3,3,2,3,4,4,0,1
688,,,,,,,,,,,3,2,4,3,1,2,3,2,2,3,2,3,2,3,2,3,3,2,2,2,3,2,3,3,3,0,0
689,,,,,,,,,,,4,4,4,4,1,3,3,3,2,2,3,1,3,2,2,3,2,2,2,2,1,1,3,4,2,0,1
690,,,,,,,,,,,3,4,3,4,1,3,3,3,5,3,2,3,3,2,2,3,3,3,2,4,3,1,1,3,3,0,0
691,,,,,,,,,,,3,4,4,4,1,2,1,1,2,2,2,3,3,3,2,3,2,2,1,4,1,2,2,4,2,0,1
692,,,,,,,,,,,3,3,3,3,1,3,3,3,2,3,2,3,1,2,2,3,3,2,2,3,3,3,3,3,2,0,0
693,,,,,,,,,,,3,3,3,3,1,3,3,3,5,3,3,3,3,3,2,3,3,3,2,2,3,3,1,4,3,0,1
694,,,,,,,,,,,3,4,4,4,1,3,3,3,2,3,2,3,3,3,2,3,3,3,3,2,3,3,3,4,3,0,0
695,,,,,,,,,,,2,3,3,3,1,1,2,1,2,1,3,2,1,3,2,2,1,1,3,4,2,3,1,4,1,0,1
696,,,,,,,,,,,3,4,4,4,1,4,4,3,2,4,2,3,3,3,2,4,4,3,2,2,2,3,3,2,3,0,0
697,,,,,,,,,,,3,3,3,3,1,3,3,3,2,3,2,3,3,3,2,3,3,3,3,2,3,3,3,2,3,0,0
698,,,,,,,,,,,2,3,3,3,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,3,3,2,0,1
699,,,,,,,,,,,3,3,3,3,1,2,2,2,2,3,2,3,2,3,2,3,3,2,2,2,2,2,2,3,2,0,0
700,,,,,,,,,,,3,2,4,4,1,4,4,2,2,3,2,3,2,4,2,4,3,3,2,4,3,3,2,4,2,0,0
701,,,,,,,,,,,3,3,3,3,1,3,3,3,2,3,3,3,3,3,2,3,3,3,2,3,3,3,3,2,2,0,1
702,,,,,,,,,,,3,3,4,4,2,3,3,3,2,3,3,3,3,3,2,3,3,3,2,1,3,1,3,3,4,0,0
703,,,,,,,,,,,3,4,4,4,1,3,3,3,2,3,2,3,3,2,2,4,3,3,2,3,3,2,3,3,3,0,0
704,,,,,,,,,,,3,4,4,4,1,4,3,1,2,3,3,3,4,3,2,3,3,2,2,1,3,3,3,2,3,0,0
705,,,,,,,,,,,4,4,4,4,1,4,4,4,2,4,2,4,3,2,2,4,4,4,2,2,4,4,4,4,4,0,0
706,,,,,,,,,,,3,4,4,4,1,2,2,2,2,3,3,3,3,3,2,3,3,2,3,3,3,2,2,4,3,0,1
707,,,,,,,,,,,3,4,4,4,1,2,2,2,2,2,3,3,3,3,2,3,2,1,2,2,2,3,4,4,3,0,1
708,,,,,,,,,,,3,3,3,4,1,3,3,2,2,3,2,3,3,3,2,3,3,2,2,2,3,2,3,4,3,0,0
709,,,,,,,,,,,3,4,4,4,1,4,4,4,2,4,4,2,3,2,2,1,4,3,4,1,2,2,3,4,1,0,0
710,,,,,,,,,,,3,3,4,3,1,2,2,3,2,1,2,3,2,3,2,2,1,2,3,3,2,2,2,4,2,0,1
711,,,,,,,,,,,2,3,4,4,1,2,3,2,2,3,3,3,4,3,2,3,3,3,3,4,3,1,1,4,4,0,0
712,,,,,,,,,,,4,3,3,4,1,2,3,3,2,3,2,3,3,2,2,3,3,3,2,3,2,3,3,4,4,0,1
713,,,,,,,,,,,3,3,4,4,1,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,1,2,3,2,0,1
714,,,,,,,,,,,4,4,4,3,1,3,3,2,2,3,3,3,3,3,2,3,3,2,4,3,2,1,3,3,2,0,0
715,,,,,,,,,,,3,3,4,4,1,3,4,3,2,4,3,3,4,2,2,3,4,4,2,2,4,1,2,3,3,0,0
716,,,,,,,,,,,3,4,4,4,1,3,3,3,-1,3,3,4,2,1,3,3,3,2,2,2,2,2,2,4,2,0,0
717,,,,,,,,,,,3,4,4,4,1,2,3,4,3,3,4,2,3,4,3,3,3,3,2,1,3,3,3,3,1,0,1
718,,,,,,,,,,,3,4,4,4,1,4,4,4,2,4,3,3,4,3,2,3,4,2,2,2,3,3,3,3,4,0,0
719,,,,,,,,,,,4,4,4,3,1,4,3,3,2,4,4,4,4,2,2,4,4,4,2,2,4,1,3,3,1,0,1
720,,,,,,,,,,,3,3,4,3,1,3,2,2,2,2,2,3,3,2,2,3,2,3,2,2,3,3,3,2,3,0,1
721,,,,,,,,,,,4,4,4,4,1,3,3,3,2,3,3,3,3,3,2,3,3,3,2,3,3,1,3,4,4,0,1
722,,,,,,,,,,,4,3,4,4,1,2,3,2,2,3,3,3,4,4,2,3,3,2,3,2,3,3,3,3,1,0,0
723,,,,,,,,,,,4,4,4,4,1,4,4,4,2,4,4,3,4,2,2,3,4,3,2,2,4,4,4,2,4,0,0
724,,,,,,,,,,,3,3,3,3,1,3,3,3,2,3,3,3,3,2,2,3,3,3,3,3,3,3,3,2,3,0,0
725,,,,,,,,,,,4,3,4,4,1,3,4,4,2,4,1,1,3,2,2,3,4,3,1,3,4,3,4,4,1,0,0
726,,,,,,,,,,,3,3,3,3,1,2,2,2,2,3,2,3,3,3,2,2,3,2,4,3,3,3,3,4,2,0,1
727,,,,,,,,,,,4,4,3,3,1,3,3,3,2,3,2,3,4,3,2,3,3,2,2,4,3,3,3,4,3,0,0
728,,,,,,,,,,,4,3,3,3,1,3,3,2,2,3,3,3,3,3,2,3,3,3,2,2,3,2,3,3,2,0,1
729,,,,,,,,,,,4,4,3,4,1,4,4,2,2,4,4,3,2,2,2,3,4,4,3,4,3,4,4,3,4,0,1
730,,,,,,,,,,,4,4,4,4,1,3,3,3,2,3,2,3,4,2,2,3,3,3,2,2,3,2,3,3,4,0,0
731,,,,,,,,,,,3,4,3,4,1,3,4,3,2,4,4,3,3,1,2,3,4,4,1,1,4,3,4,1,4,0,1
732,,,,,,,,,,,3,3,3,3,1,3,3,3,2,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,0,0
733,,,,,,,,,,,3,3,4,4,1,3,3,3,2,3,2,3,3,2,2,3,3,2,2,1,3,1,2,4,4,0,0
734,,,,,,,,,,,3,3,3,3,1,2,2,3,2,2,3,3,3,3,2,2,2,2,3,3,3,3,3,4,3,0,1
735,,,,,,,,,,,3,2,3,3,1,3,3,3,2,3,2,3,3,2,2,3,3,3,2,2,3,3,3,3,2,0,0
736,,,,,,,,,,,3,3,4,4,1,4,4,3,2,3,3,3,4,4,2,4,3,3,3,4,2,2,3,4,3,0,1
737,,,,,,,,,,,4,3,4,4,1,3,3,3,2,3,3,3,2,2,2,2,3,3,3,2,3,2,2,4,3,0,1
738,,,,,,,,,,,3,3,4,4,1,4,4,4,5,3,2,3,3,2,2,3,3,3,2,3,3,3,1,3,3,0,0
739,,,,,,,,,,,4,4,4,4,2,3,4,3,2,3,4,4,4,3,2,4,3,3,3,3,3,2,2,4,4,0,1
740,,,,,,,,,,,3,4,2,4,2,2,2,2,2,2,3,2,3,3,2,2,2,2,2,3,2,3,3,4,3,0,1
741,,,,,,,,,,,3,4,2,1,2,3,3,2,2,2,2,2,3,2,2,3,2,1,3,4,1,2,1,4,4,0,1
742,,,,,,,,,,,3,3,3,3,2,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,0,1
743,,,,,,,,,,,3,3,4,4,2,1,1,1,2,1,3,3,2,2,2,2,1,1,2,3,2,2,2,4,2,0,1
744,,,,,,,,,,,1,4,4,4,1,3,2,2,5,3,3,3,3,3,2,3,3,2,2,2,3,2,1,4,3,0,0
745,,,,,,,,,,,4,3,4,4,2,3,2,3,2,3,1,3,3,2,2,3,3,2,2,2,3,3,3,3,3,0,1
746,,,,,,,,,,,3,3,4,4,2,2,2,3,2,2,3,3,3,2,2,3,2,2,2,4,2,3,3,4,3,0,0
747,,,,,,,,,,,3,3,4,4,2,1,2,1,2,2,2,1,1,3,2,3,2,1,1,3,2,2,1,4,1,0,1
748,,,,,,,,,,,3,2,3,4,1,3,3,2,2,3,2,2,3,2,3,3,3,2,2,3,3,3,3,3,3,0,0
749,,,,,,,,,,,4,4,4,4,2,4,3,3,2,3,3,3,3,4,2,3,3,2,3,2,3,3,3,4,4,0,0
750,,,,,,,,,,,4,4,4,3,2,3,2,3,2,2,1,1,4,2,2,3,2,3,2,4,4,1,3,2,4,0,1
751,,,,,,,,,,,3,4,4,4,2,3,2,2,2,3,2,2,3,3,2,2,3,2,3,3,3,1,3,4,3,0,1
752,,,,,,,,,,,3,4,4,4,2,3,3,3,2,2,2,2,3,2,2,3,2,2,2,2,2,2,3,4,2,0,1
753,,,,,,,,,,,3,3,4,4,2,2,2,2,2,3,3,4,4,4,2,3,3,3,3,3,3,3,3,3,4,0,0
754,,,,,,,,,,,4,2,3,2,1,2,3,2,5,3,1,2,3,1,2,3,3,2,1,1,3,2,3,4,1,0,0
755,,,,,,,,,,,3,4,3,4,2,3,3,2,2,3,3,3,3,3,2,3,3,2,3,3,2,2,3,4,3,0,1
756,,,,,,,,,,,2,4,4,4,2,3,2,2,2,3,2,2,3,3,2,3,3,2,2,3,3,3,3,3,2,0,0
757,,,,,,,,,,,2,2,3,3,2,1,1,1,2,1,2,3,2,1,2,1,1,1,2,4,2,1,2,2,2,0,1
758,,,,,,,,,,,3,3,4,3,2,3,3,3,2,2,3,3,2,2,2,3,2,2,2,3,2,3,3,4,4,0,1
759,,,,,,,,,,,2,3,3,3,2,3,2,3,2,2,2,2,3,3,2,3,2,3,1,1,3,3,3,4,2,0,1
760,,,,,,,,,,,3,4,4,4,2,3,3,2,2,3,3,3,3,2,2,3,3,2,3,4,2,2,2,4,3,0,1
761,,,,,,,,,,,3,4,3,3,2,2,2,2,2,3,2,2,2,2,2,3,3,3,2,4,2,2,3,4,3,0,1
762,,,,,,,,,,,3,3,3,3,2,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,2,3,4,3,0,1
763,,,,,,,,,,,3,4,4,4,2,3,3,3,2,3,3,3,4,2,2,3,3,3,2,2,3,2,3,4,1,0,0
764,,,,,,,,,,,3,4,3,4,2,3,2,2,2,2,2,3,3,3,2,2,2,2,2,3,2,2,2,3,4,0,1
765,,,,,,,,,,,1,3,3,3,2,1,1,1,2,1,3,3,2,4,2,3,1,1,2,4,2,2,3,4,2,0,1
766,,,,,,,,,,,3,3,3,3,2,2,3,2,2,3,3,3,3,2,2,2,3,2,2,2,2,2,3,3,3,0,0
767,,,,,,,,,,,3,3,4,4,2,3,2,1,2,3,4,3,3,3,2,2,3,2,3,4,3,2,3,4,2,0,1
768,,,,,,,,,,,4,3,4,4,2,3,3,3,2,3,2,3,1,1,2,3,3,2,3,2,3,4,4,4,3,0,1
769,,,,,,,,,,,3,3,4,3,2,3,3,3,2,3,2,3,3,3,2,3,3,2,2,1,3,4,3,4,2,0,0
770,,,,,,,,,,,3,3,3,4,1,3,4,2,5,1,3,3,3,2,2,3,1,3,2,3,3,3,3,4,3,0,1
771,,,,,,,,,,,4,4,4,3,1,3,3,3,3,3,3,4,1,1,3,3,3,3,2,2,3,3,3,4,3,0,0
772,,,,,,,,,,,4,4,4,4,2,3,3,3,2,3,3,3,3,3,2,4,3,4,4,3,3,3,3,3,4,0,1
773,,,,,,,,,,,2,2,3,3,2,2,3,2,2,2,2,3,3,3,2,2,2,2,3,1,2,2,2,4,3,0,1
774,,,,,,,,,,,4,3,4,4,2,3,3,3,2,3,3,3,4,1,2,3,3,2,2,4,3,3,3,4,3,0,1
775,,,,,,,,,,,3,3,4,4,2,2,2,2,2,2,3,3,3,2,2,2,2,2,4,4,2,2,2,4,3,0,1
776,,,,,,,,,,,3,3,3,3,2,3,2,2,2,2,2,3,3,2,2,3,2,3,2,3,3,3,3,4,2,0,1
777,,,,,,,,,,,3,2,4,4,2,3,3,3,2,3,2,3,2,2,2,3,3,3,2,1,3,3,3,3,3,0,0
778,,,,,,,,,,,3,3,3,3,2,3,3,3,2,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,0,1
779,,,,,,,,,,,3,4,4,4,2,2,2,2,2,3,2,3,2,2,2,2,3,2,2,2,2,2,2,4,3,0,1
780,,,,,,,,,,,3,2,4,4,2,2,3,2,2,3,2,3,3,3,2,3,3,3,2,2,3,2,3,4,3,0,0
781,,,,,,,,,,,4,3,4,4,2,3,3,3,2,3,3,3,3,3,2,3,3,3,3,1,3,3,3,4,3,0,1
782,,,,,,,,,,,3,4,4,4,1,3,3,4,3,4,2,1,3,2,3,3,4,3,2,1,3,2,2,3,3,0,0
783,,,,,,,,,,,2,2,4,4,2,1,1,1,2,1,2,2,1,3,2,3,1,1,1,4,2,2,2,4,1,0,1
784,,,,,,,,,,,3,4,3,3,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,4,3,0,1
785,,,,,,,,,,,3,3,3,3,1,3,3,2,3,3,3,3,3,3,3,3,3,2,3,2,3,2,2,2,2,0,1
786,,,,,,,,,,,3,3,3,3,2,1,1,1,2,1,2,3,1,3,2,3,1,1,2,3,2,3,3,4,2,0,1
787,,,,,,,,,,,3,3,3,4,1,3,3,3,1,3,2,3,3,3,3,3,3,2,3,2,3,1,3,4,1,0,1
788,,,,,,,,,,,3,4,4,4,2,2,2,2,2,2,3,3,2,3,2,3,2,2,2,4,4,2,3,4,3,0,1
789,,,,,,,,,,,4,4,4,4,2,3,2,3,2,3,2,3,3,2,2,3,3,3,3,2,3,3,3,3,2,0,1
790,,,,,,,,,,,3,4,4,4,2,3,4,2,2,4,2,2,4,3,2,3,4,2,3,3,3,2,2,3,2,0,0
791,,,,,,,,,,,3,4,4,4,2,1,1,1,2,1,3,3,3,1,2,1,1,1,4,4,2,1,2,4,3,0,1
792,,,,,,,,,,,4,4,4,4,2,1,1,1,2,2,4,4,1,4,2,3,2,3,2,4,2,3,4,4,4,0,1
793,,,,,,,,,,,2,3,4,4,2,4,4,4,2,3,3,2,4,2,2,3,3,3,2,3,2,1,2,3,3,0,0
794,,,,,,,,,,,3,3,3,4,2,2,2,3,2,1,3,2,1,2,2,2,1,2,2,4,2,3,1,4,2,0,1
795,,,,,,,,,,,2,3,4,3,2,1,2,2,2,1,2,3,2,1,2,2,1,1,3,4,2,3,2,4,2,0,1
796,,,,,,,,,,,2,2,3,3,2,1,1,1,2,1,2,3,1,1,2,2,1,1,3,4,2,3,2,4,2,0,1
797,,,,,,,,,,,1,2,3,4,2,1,1,1,2,1,2,4,2,1,2,1,1,1,3,4,2,3,3,4,2,0,1
798,,,,,,,,,,,3,3,3,3,2,2,3,2,1,2,2,3,2,2,3,3,2,2,3,3,3,2,1,4,3,0,1
799,,,,,,,,,,,3,4,4,3,2,3,2,3,2,3,2,3,3,3,2,2,3,3,2,3,3,3,4,4,3,0,1
800,,,,,,,,,,,3,3,3,3,2,2,3,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,3,3,0,1
801,,,,,,,,,,,3,3,3,3,2,3,3,3,2,4,3,3,3,3,2,4,4,4,2,3,4,4,4,4,3,0,0
802,,,,,,,,,,,4,4,4,4,4,2,2,2,2,3,2,2,4,3,2,2,3,2,3,4,2,2,1,4,2,0,1
803,,,,,,,,,,,3,4,4,4,2,3,1,1,2,1,3,3,4,4,2,4,1,1,2,3,3,3,3,4,2,0,1
804,,,,,,,,,,,2,4,4,3,2,2,2,2,2,3,1,2,3,1,2,3,3,2,3,3,2,3,3,1,2,0,0
805,,,,,,,,,,,2,4,4,3,2,3,3,2,2,1,2,3,3,2,2,2,1,2,3,2,3,2,3,4,2,0,1
806,,,,,,,,,,,3,3,4,4,5,3,2,1,2,3,3,3,3,3,2,2,3,2,3,1,2,2,2,3,2,0,1
807,,,,,,,,,,,4,4,4,4,1,4,4,4,2,4,4,3,3,2,2,3,4,3,2,2,3,3,4,3,4,0,0
808,,,,,,,,,,,4,4,3,3,1,3,4,4,2,4,2,3,4,2,2,3,4,4,3,1,3,3,3,2,4,0,0
809,,,,,,,,,,,4,3,3,3,1,3,4,4,2,3,3,4,4,1,2,3,3,3,3,1,3,3,3,2,3,0,0
810,,,,,,,,,,,2,2,3,3,1,2,3,2,2,3,2,2,2,2,2,3,3,3,2,2,2,3,3,3,3,0,0
811,,,,,,,,,,,3,3,3,3,1,2,2,1,6,3,1,1,1,4,2,2,3,2,3,4,2,1,2,4,1,0,0
812,,,,,,,,,,,4,2,4,4,1,2,2,3,-1,2,1,3,3,3,2,2,2,3,3,3,2,1,3,3,1,0,1
813,,,,,,,,,,,4,4,4,4,1,2,4,2,6,4,2,2,3,2,2,3,4,3,1,3,4,2,3,3,2,0,0
814,,,,,,,,,,,4,4,4,4,1,3,4,4,6,3,2,3,2,3,2,2,3,2,3,1,3,3,3,2,1,0,0
815,,,,,,,,,,,4,4,4,4,1,2,4,2,6,4,2,4,3,2,2,4,4,3,2,3,3,2,3,3,2,0,0
816,,,,,,,,,,,3,3,4,4,1,4,4,4,2,4,2,2,3,3,2,3,4,4,2,4,3,2,3,3,2,0,0
817,,,,,,,,,,,4,3,4,3,1,3,3,3,2,4,3,3,4,2,2,3,4,3,3,1,3,2,3,3,3,0,0
818,,,,,,,,,,,4,3,4,4,1,3,4,3,2,4,4,3,3,2,2,4,4,3,1,1,3,4,4,4,4,0,0
819,,,,,,,,,,,4,4,4,3,1,4,4,4,2,4,4,4,3,4,2,4,4,3,3,1,3,2,3,3,4,0,0
820,,,,,,,,,,,3,3,3,3,1,3,3,3,2,3,2,3,3,2,2,3,3,3,2,3,3,3,3,3,3,0,1
821,,,,,,,,,,,4,4,4,4,1,3,3,3,2,3,3,3,3,4,2,3,3,2,3,4,3,2,1,4,1,0,1
822,,,,,,,,,,,3,4,3,3,1,3,3,3,2,3,3,3,3,3,2,2,3,2,2,2,3,2,3,3,3,0,0
823,,,,,,,,,,,4,2,4,4,1,4,4,4,2,4,2,2,3,1,2,2,4,3,4,1,3,3,3,4,4,0,0
824,,,,,,,,,,,4,4,4,4,1,3,3,3,2,3,2,3,3,2,2,3,3,3,2,2,3,2,2,3,3,0,1
